fy,edition,document,pages,table,kind,source,detail
2023,FY2023,4131-fy-2023-annual-town-report.pdf,27-33,General fund appropriations and expenditures by department,unreadable / OCR damage,table note,OCR reads thousands separators as periods ('$48.218.697.29').
2023,FY2023,4131-fy-2023-annual-town-report.pdf,27-33,General fund appropriations and expenditures by department,unreadable / OCR damage,table note,Page 31's heading is truncated by OCR to 'ENERAL FUND APPROPRIATION / UMMARY & CLASSIFICATION OF ACCOUNT'.
2023,FY2023,4131-fy-2023-annual-town-report.pdf,34-43,"Special revenue funds — grants, gifts and revolving funds",unreadable / OCR damage,table note,Much cleaner OCR than the other financial schedules — real dollar signs and commas survive.
2023,FY2023,4131-fy-2023-annual-town-report.pdf,44,Capital project funds,unreadable / OCR damage,table note,Amounts tagged 'fwd' or 'fid'/'wd' (OCR of fwd) are prior-year carryforwards.
2023,FY2023,4131-fy-2023-annual-town-report.pdf,44,Capital project funds,unreadable / OCR damage,table note,First column header prints as 'ARTEYR' in OCR.
2023,FY2023,4131-fy-2023-annual-town-report.pdf,48,Treasurer's cash by bank account,unreadable / OCR damage,table note,"Some rows have stray OCR in the dollar-sign column ('VA tA tA tA tA.', 'tA tA')."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,52,Five years of outstanding debt,unreadable / OCR damage,table note,"Footnote: '(1)Principal amount only, Excludes lease and installment purchase obligations, overlapping debt and unfunded pension liability.' The 'Authorized Unissued Debt' block lists eight purposes (School Feasibility Study Bond, School Construction, Land Acquisition, Sewer Construction x2, Pavement Management Plan, Artificial Turf Field & Track, Ladder Truck-Fire Department) but its Amount column did not come through OCR."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,96,Police department personnel roster,unreadable / OCR damage,table note,"OCR quality is poor across the whole police section (pages 95-104), which is a scanned insert on department letterhead rather than laid-out report pages."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,announced but absent,surprise,"Two other tables are promised in prose and then absent, exactly as in FY2023: the Finance Committee writes 'The table above outlines the changes in taxes' (page 53) with no table on the page, and the Capital Planning Report writes 'Below is the FY 2025 Capital Plan being recommended for approval' (page 87) followed straight by the committee membership."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,138-171,Town meeting article record with vote tallies,announced but absent,table note,Article 2 this year explicitly says the revolving fund limits are 'as printed in the Annual Town Meeting warrant' rather than reproducing them — FY2023 promised a table and printed nothing.
2024,FY2024,4132-fy-2024-annual-town-report.pdf,142-143,FY2025 voted operating budget by line number,announced but absent,table note,"It begins at line 32/Town Clerk's Administration and ends at 'Total Assistance' — so lines 1-31 (debt service, insurance, retirement, general government) AND lines 79 onward (School Department, Monty Tech assessment, transfers to stabilization) are absent from the text layer."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,182-184,State election results and statewide ballot questions,announced but absent,table note,"One precinct column header is missing from the header row (the C column), and several cells did not OCR, so column alignment must be checked against the row totals before use."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,duplicated,surprise,"Pages 21 and 28 are the SAME table printed twice — 'Combining Balance Sheet - Enterprise Funds', identical figures. The table of contents says page 21 is the 'Balance Sheet for FY Ending June 30, 2024', so the town-wide combined balance sheet appears to have been dropped and the enterprise sheet duplicated in its slot."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,duplicated,surprise,"The dispatch district tables on pages 84-85 are reprinted from FY2023 unchanged — five-year columns still ending at 2023, and the prose beneath still says 'In 2023, NVRDD handled over 76,982 phone calls'. FY2023's monthly business-call table was dropped entirely."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,10-15,Appointed officials roster,duplicated,table note,NOTE a probable duplication: the heading 'INSPECTOR OF PLUMBING/GAS / Gary Williams' appears at the top of BOTH page 13 and page 15.
2024,FY2024,4132-fy-2024-annual-town-report.pdf,194,Town office hours and phone directory,duplicated,table note,"Almost identical to FY2023 page 198, including the same caveat line and the same lost department labels — the two pages appear to be the same artwork reused."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,84,"Regional dispatch 911 call volumes, five years",duplicated,table note,"The FY2024 report reprints last year's dispatch figures unchanged, and the narrative under it still reads 'In 2023, NVRDD handled over 76,982 phone calls'."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,85,Regional dispatch calls by member town,duplicated,table note,Also reprinted unchanged from FY2023 page 104 and still ending at 2023.
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,note,surprise,"THERE IS NO GENERAL FUND REVENUE OR RECEIPTS TABLE IN THE FY2024 REPORT, and no general fund appropriations schedule either. FY2023 had both (its 'FY 2023 RECEIPTS - JUNE 2023' on page 25 and its 'GENERAL FUND APPROPRIATIONS / SUMMARY & CLASSIFICATION OF ACCOUNTS' on pages 27-33). The FY2024 accountant's section is a different set of MUNIS-generated, '(Unaudited)' schedules and the table of contents confirms the omission — it lists seven accountant schedules and none of them is a revenue or an appropriations statement. The nearest FY2024 gets to a town-wide revenue figure is one line on page 30: 'Current Year Revenue Closeouts 47,116,149.83' (against 'Current Year Expenditure Closeouts 46,463,708.05')."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,note,surprise,Page 35 is headed 'FISCAL YEAR 2022 SUMMARY' while every one of its columns is labelled FY2024 and its figures are FY2024.
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,note,surprise,"Page 34 footers 'Page 2 of 2' — page 1 of the trust fund summary is not in the report. (FY2023 did something similar in reverse, printing pages 2, 3 and 4 of a nine-page schedule.)"
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,note,surprise,"The middle school MCAS table (page 109) lost the year from its heading, and the paragraph explaining it still refers to '2022 Spring MCAS testing' and 'what 2023 scores will indicate'."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,note,surprise,Page 32 contains nothing but the line 'FY2025 LA4/Assessment Clarification—Town of Lunenburg' and a signature block — the assessed-valuation table it names does not appear in the text layer at all.
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,note,surprise,"Things FY2023 had and FY2024 dropped: the building department's permits-issued table, the school enrolment-by-grade table, the PEG access expenses-by-line-item table, and the town-wide receipts and appropriations schedules. Things FY2024 has and FY2023 does not: a named list of every 2024 cemetery interment (page 43), a Senior Property Tax Work-Off report (page 66), ten pages of state and national election results (pages 175-184), the out-of-district special education placement counts (page 97), and turnout figures on the town election tally."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,note,surprise,"The special education section (page 97) publishes exactly what the standing questions ask for and almost nobody prints: 8 students placed outside the district, split 4 collaborative / 3 day / 1 residential, with the prior year (7) alongside."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,note,surprise,"The FY2025 school budget supplement of $948,136 was voted at town meeting contingent on a Proposition 2½ ballot question (Article 8, page 144), and the override then appears as 'QUESTION 1. OVERRIDE' on the election tally (page 174), passing 753 to 664."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,27,Capital project fund balance detail,page numbering,table note,"Two rows have negative balances offset by BANs (FY19 CAPITAL PLAN (96,099.00);"
2024,FY2024,4132-fy-2024-annual-town-report.pdf,34,Trust funds fiscal year summary (Bartholomew),page numbering,table note,"The footer says 'Page 2 of 2' — PAGE 1 OF THIS TWO-PAGE SCHEDULE IS NOT IN THE REPORT. (FY2023 had the same problem in a different shape: it printed pages 2, 3 and 4 of a nine-page schedule.) Fund families identifiable: GENERAL FUNDS, STABILIZATION FUNDS, MISCELLANEOUS FUNDS, PEG ACCESS ENTERPRISE FUND, plus named scholarships."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,stale / copied forward,surprise,"The receivables schedule on pages 38-39 is headed 'FY2021 COLLECTION OF TAXES' beneath a JUNE 30, 2024 date line. FY2023's copy of the same schedule carries the identical stale label, so this is the form's own text, not an OCR artefact — the label has been wrong for at least two years running."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,38-39,Receivables and collection of taxes summary,stale / copied forward,table note,"The heading 'FY2021 COLLECTION OF TAXES' is printed on both pages under a JUNE 30, 2024 date line — the identical stale label appears in FY2023's copy of this schedule, confirming it is the form's own text and not an OCR error."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,,,two figures differ,surprise,"Pages 107 and 108 are two DIFFERENT Turkey Hill Elementary staff rosters printed back to back, with different principals, assistant principals and nurses, and nothing on either page says which school year it is."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,"104-105, 107-108, 110-111, 114-115","School staff rosters, by building",two figures differ,table note,"PAGES 107 AND 108 ARE TWO DIFFERENT TURKEY HILL ROSTERS PRINTED BACK TO BACK with the same section headings and different people in every leadership role — p107 has Norman Yvon as Principal, Bethann Cormier Assistant Principal, Elizabeth Schatia Nurse; p108 has Heidi Champagne, John Palumbo and Meghan Marrone."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,"104-105, 107-108, 110-111, 114-115","School staff rosters, by building",two figures differ,table note,They appear to be two different school years and the report does not say which is which.
2024,FY2024,4132-fy-2024-annual-town-report.pdf,109,Middle school MCAS results vs state,two figures differ,table note,"The figures differ from FY2023's table, so they are not the same data, but nothing on the page reliably states which year they are."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,119,"Monty Tech financial report, three years",two figures differ,table note,"The narrative states the FY24 budget exceeded the Chapter 70 minimum by '$150,000 or 0.05%' — the percentage and the dollar figure are inconsistent with each other."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,35,Trust and stabilization funds held by other banks,two figures differ,table note,THE HEADING CONTRADICTS THE COLUMNS: it says 'FISCAL YEAR 2022 SUMMARY' while every column is labelled FY2024 and the figures are FY2024.
2024,FY2024,4132-fy-2024-annual-town-report.pdf,10-15,Appointed officials roster,unreadable / OCR damage,table note,"Cleaner text layer than FY2023 (all 'plain' extraction, no OCR)."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,118,Monty Tech member towns,unreadable / OCR damage,table note,"'Barre' is spelled correctly this year (FY2023 OCR'd it as 'Baire'). 2023-2024 enrolment 1,428 (was 1,394); gender split Male 668/47%, Female 745/52%, Non-Binary 14/1% — note the male and female shares SWAPPED relative to FY2023 (700 male / 679 female), which is worth checking against the source before quoting either."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,142-143,FY2025 voted operating budget by line number,unreadable / OCR damage,table note,"Several amounts are OCR-damaged ('28,500.000', '1, 000.00', a stray '5' or '5057' in the dollar column)."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,176-181,Presidential primary results by party,unreadable / OCR damage,table note,"Turnout in the Libertarian primary was in single digits, so many cells are blank and OCR fills some with junk ('-ONM', '.-°')."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,21 and 28,Enterprise funds combining balance sheet (printed twice),unreadable / OCR damage,table note,"OCR reads some zeros as letters ('0.0U', 'U.UU', 'U.OU')."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,22,General fund accounts receivable detail,unreadable / OCR damage,table note,Only seven rows carry data and three of them lost their Account Name in OCR.
2024,FY2024,4132-fy-2024-annual-town-report.pdf,23-26,Special revenue fund balance detail,unreadable / OCR damage,table note,OCR sprays 'un us es es es' where a column of dollar signs was.
2024,FY2024,4132-fy-2024-annual-town-report.pdf,27,Capital project fund balance detail,unreadable / OCR damage,table note,"OCR mangles several fund names ('FYZO CAPHIALPLAN', 'rYZI CAPIIAL PLAN', 'ACOUSTION OF STRFFTLGHTS', '30 SCHOOLS DEMOLION/DESIGN')."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,29,Trust fund balance detail,unreadable / OCR damage,table note,"Most of the Fund Balance column is blank in the OCR even though the rows exist — only the first ~20 rows carry visible amounts, so the schedule is largely unreadable as text despite being cleanly laid out."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,33,Treasurer's cash by bank account,unreadable / OCR damage,table note,"One stray OCR artefact in the dollar column ('tA tA tA 92,636.63')."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,38-39,Receivables and collection of taxes summary,unreadable / OCR damage,table note,"DRAMATICALLY BETTER than FY2023's version of the same schedule: FY2023 printed it rotated across three pages and OCR destroyed it; here it is upright, two pages, and rows and columns line up."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,78,Fire department roster,unreadable / OCR damage,table note,"Same shape as FY2023 page 94 but OCR'd this year rather than laid out, so slightly worse."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,79-80,Police department personnel roster,unreadable / OCR damage,table note,"OCR quality poor across the whole police insert (79-85), as in FY2023."
2024,FY2024,4132-fy-2024-annual-town-report.pdf,85,Regional dispatch calls by member town,unreadable / OCR damage,table note,"The FY2024 OCR is slightly better and fills two cells FY2023's lost (Bolton 2020 = 6,917;"
2025,FY2025,4130-fy-2025-annual-town-report.pdf,138,"FY2026 program of capital projects, Option 1",announced but absent,table note,"CPC rankings are not contiguous — 14, 18 and 21 are absent from the list, so it is a filtered ranking, not a complete one."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,102-103,Turkey Hill Elementary School staff roster,continues elsewhere,table note,"CONTINUES onto p103 with NO repeated heading — p103 alone carries about 25 more names (ELL teachers, therapists, Achieve/TLC paraprofessionals, grade-level paras, SRO, custodians, maintenance, cafeteria) before the Lunenburg Middle School narrative starts."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,109-110,Lunenburg High School faculty/staff roster,continues elsewhere,table note,"CONTINUES onto p110 with NO repeated heading — p110 alone holds about 45 names (Science, Foreign Language, Special Services, Paraprofessionals, Unified Arts, Athletic Director, Guidance, Interventionist, Cafeteria, Custodians)."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,117,"Monty Tech grade 10 MCAS achievement level distribution, 2022-2025",continues elsewhere,table note,"The right-hand narrative sentences are split across the same lines as the table rows ('Exceeding Expectations 7 11 13 8 Meeting Expectations 54 56 57 55' sits beside 'continues to increase, with 192 students')."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,26-29,Special revenue fund balance detail,continues elsewhere,table note,Continues p26 -> p29 with NO repeated header.
2025,FY2025,4130-fy-2025-annual-town-report.pdf,80-81,"Police department activity statistics, 2024 vs 2025",continues elsewhere,table note,Continues across the page break WITHOUT a repeated header — the p81 rows have no column labels.
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,does not sum,surprise,"The Annual Town Election tally sheet contains an arithmetic error: SAMUEL E. SMITH's precinct votes (80, 75, 54, 107) sum to 316 but the printed TOTAL is 209 (p171)."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,171-175,Annual Town Election official tally sheet,does not sum,table note,SMITH (209) does not equal the sum of his precinct figures (80+75+54+107 = 316) — an arithmetic error in the printed sheet.
2025,FY2025,4130-fy-2025-annual-town-report.pdf,64,Public Access Cable revenue vs expenses,does not sum,table note,"Note the arithmetic: 208,772 + 262,565 - 178,140 does not equal 30,632, so the block is not a simple roll-forward."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,151-171,Special Town Meeting excerpts with vote tallies,duplicated,table note,"Article 16 reprints the entire proposed Salary Administration Plan with additions and deletions marked, running roughly pages 162-171."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,48,Council on Aging participation and volunteer statistics,duplicated,table note,"42 volunteers, 668 hours; approximately 1,184 people used the Center; those 1,184 compiled 22,871 'units of duplicated service'."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,48,Council on Aging participation and volunteer statistics,duplicated,table note,"Note that 'units of duplicated service' is an activity count, not a headcount."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,no heading,surprise,"Three of the four school staff rosters run onto a second page that carries NO heading (Primary p101, THES p103, LMS p106, LHS p110). Searching for 'STAFF ROSTER' finds four pages and misses roughly 140 of the roughly 230 named school staff — most of the paraprofessionals, therapists, custodians, cafeteria and grade-level teams are on the unheaded continuation pages."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,100-101,Lunenburg Primary School staff roster,no heading,table note,"CONTINUES onto p101, which carries NO heading — p101 holds MTSS, SRO, Ext Day/ELC and CFCE Grant Program staff before the Turkey Hill narrative begins."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,105-106,Lunenburg Middle School staff roster,no heading,table note,"CONTINUES onto p106 with NO heading — p106 carries about 20 further names (Achieve paraprofessionals, specialists, special education staff, custodian, cafeteria)."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,note,surprise,"There is NO town-wide revenue or receipts table of any kind. Earlier years' 'SUMMARY OF RECEIPTS' has no successor here under any name. I checked every page and grepped for receipt/revenue/recapitulation/local receipts. What exists instead is scattered: a 'Receipts thru 9/30/2024' column inside the special revenue fund detail (p26-29), a single 'Current Year Revenue Closeouts 3,288,261.54' line in the fund balance roll-forward (p32), a 14-year Chapter 70 aid series in the Finance Committee report (p53), the PEG Access enterprise fund's own revenue block (p64), and the tax COMMITMENTS column of the receivables summary (p40-41). The revenue side of the general fund is simply not published in this book."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,note,surprise,"The Special Services report (p92) publishes the out-of-district placement COUNT and its breakdown — 10 students, of whom 6 collaborative, 3 day, 1 residential (up from 8 last year) — sourced to the March 1, 2025 SIMS Report 7. That is the quantity the town's budget documents never give."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,note,surprise,"The Fire Department's own call breakdown does not add up: 387 + 1233 + 320 + 29 = 1,969 against a stated 2,006 calls, on the same page (p75)."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,note,surprise,"Registered voters are stated twice and differ: 9,240 in the Lunenburg Profile (p9) and 9,608 on the official election tally sheet (p171)."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,note,surprise,The town's own Appointed Officials page names Barbara Reynolds as Lunenburg's Monty Tech representative (p16); Monty Tech's own committee list names Stephanie Quinn for Lunenburg (p133).
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,note,surprise,'Authorized Unissued Debt and Prospective Financing' (p38) lists eight borrowing purposes and a dash in every single amount cell — the table is structurally complete and numerically empty.
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,note,surprise,"The Article 7 deficit table asks for $415,000 for Snow & Ice but the motion as voted transferred $408,966.86 — and the difference, $458,966.86, reappears as a reserved line in the fund balance roll-forward (p32) labelled 'Current Year Reserved for ATM ART #7 5/4/2025 ATM'."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,note,surprise,"Full enrollment by vocational program exists for all 21 Monty Tech shops, but only as a parenthetical at the end of each narrative paragraph (p120-125), never as a table."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,note,surprise,"The report is dated FY2025 but a great deal of it is written from a February 2026 vantage: school enrollments are 'as of February 2026', athletic results run into the 2025-26 winter season, the Sewer Commission signs off 'as of report submittal (Feb 2026)', and the Conservation Commission describes 'fiscal year 2025-26'. Calendar-year and fiscal-year data are mixed throughout without labelling — police statistics, fire calls, cemetery interments, vitals and gross wages are all calendar 2025."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,note,surprise,"Six boards filed no report at all and the table of contents says so in the contents itself: Cultural Council, Green Communities Committee, Historical Commission, Housing Authority, Capital Planning Report, and the Master Planning Steering Committee. Capital Planning filing nothing is notable given the Capital Plan tables that appear under Article 8."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,page numbering,surprise,"A section heading with no section under it: 'TRUST & STABILIZATION FUNDS HELD BY OTHER BANKS' is printed at the top of PDF p37, is listed in the table of contents as printed page 33, and has no data beneath it at all — the Five Years Outstanding Debt table starts immediately. Either the table was dropped in layout or it exists only as an untagged image."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,184-185,Trust Fund Commission FY2025 annual report,page numbering,table note,"The commission states plainly why: 'All available FY25 financial data originates from the Town of Lunenburg Trust Funds quarterly report for the period ending March 31, 2025', 'Only one quarter (ending 3/31/2025) was available for FY25', and 'No FY25 portfolio holdings document was included; therefore, investment range data cannot be reported.' It closes with a DISCLAIMER inviting an addendum."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,two figures differ,surprise,"The Trust Fund Commission's own report (p184-185) openly contradicts the Treasurer's trust fund statement (p36) and explains why: the Commission was only ever given one quarter of FY25 data. Two different grand totals for the same portfolio ($1,454,369.67 vs $2,155,276.15) sit 148 pages apart in the same document, and only the later one flags the problem."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,,,two figures differ,surprise,"Free cash appears as two different numbers with no reconciliation between them: the Town Manager reports it 'certified at $2,270,060' (p22) while the Accountant's roll-forward lands on an undesignated fund balance of $4,236,488.24 (p33)."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,100-101,Lunenburg Primary School staff roster,two figures differ,table note,"Left and right columns interleave line by line in the extract, so 'Jessica Coelho- Teacher Michelle Withers – Special Ed' is two different people in two different groups."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,171-175,Annual Town Election official tally sheet,two figures differ,table note,"Registered voters here (9,608) differ from the Lunenburg Profile figure on p9 (9,240)."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,184-185,Trust Fund Commission FY2025 annual report,two figures differ,table note,"This report contradicts the Treasurer's own Trust Funds statement on p36, and says so: it reports a GRAND TOTAL of $1,454,369.67 at 3/31/2025 where p36 reports an ENDING MARKET VALUE of $2,155,276.15 at fiscal year end."
2025,FY2025,4130-fy-2025-annual-town-report.pdf,79,Police department personnel roster,two figures differ,table note,Robert DaCosta' merges three different columns.
