fy,lea_number,municipality,equalized_valuation,property_local_effort,income,income_local_effort,combined_effort_yield,town_foundation_enrollment,town_foundation_budget,target_local_contribution,municipal_revenue_growth_factor,preliminary_contribution,excess_effort,effort_reduction,shortfall,dollar_increment,acceleration,required_local_contribution,doc_id
2007,219,Norwell,2100057200,7104374.45071053,531524000,8667095.332579367,15771470,2156,16334136.99767,13475663,0.0508,15544069,2068406,413681.2,0,,,15130388,sources/state-dese/dese-ch70-key-factors.xlsx
2007,22,Becket,329853400,1115875.3520808865,21656000,353125.38384407625,1469001,273,2199673.19,1469001,0.0795,1545107,76106,15221.2,0,,,1529886,sources/state-dese/dese-ch70-key-factors.xlsx
2007,220,Norwood,3971917100,13436770.37253093,719825000,11737554.461837929,25174325,3726,30841714.07455,25174325,0.048600000000000004,29398320,4223995,844799,0,,,28553521,sources/state-dese/dese-ch70-key-factors.xlsx
2007,221,Oak Bluffs,2157846200,7299871.36152425,61401000,1001212.2134009108,8301084,636,5136332.37,4237474,0.0803,4453875,216401,43280.200000000004,0,,,4410595,sources/state-dese/dese-ch70-key-factors.xlsx
2007,222,Oakham,152061300,514414.7572084366,46976000,765996.3996795034,1280411,406,3137423.94,1280411,0.0917,737245,0,0,543166,,,737245,sources/state-dese/dese-ch70-key-factors.xlsx
2007,223,Orange,377327100,1276476.1877917885,110608000,1803587.571861174,3080064,1407,11954230.41,3080064,0.08439999999999999,2930085,0,0,149979,,,2930085,sources/state-dese/dese-ch70-key-factors.xlsx
2007,224,Orleans,3170624000,10726041.242309792,213182000,3476171.7574181687,14202213,585,4549818.33,3753600,0.0467,5515675,1762075,352415,0,,,5163260,sources/state-dese/dese-ch70-key-factors.xlsx
2007,225,Otis,388310400,1313632.0690242087,32127000,523866.790116302,1837499,176,1422339,1173430,0.048,1476495,303065,60613,0,,,1415882,sources/state-dese/dese-ch70-key-factors.xlsx
2007,226,Oxford,1081951200,3660179.571392436,284411000,4637640.540472736,8297820,2239,17867922.99,8297820,0.0707,8295542,0,0,2278,,,8295542,sources/state-dese/dese-ch70-key-factors.xlsx
2007,227,Palmer,758820400,2567046.3939924804,238028000,3881313.671298383,6448360,2196,18619537.060000002,6448360,0.078,6252682,0,0,195678,,,6252682,sources/state-dese/dese-ch70-key-factors.xlsx
2007,228,Paxton,457103600,1546355.5645854818,133785000,2181514.5676754587,3727870,690,5183973,3727870,0.061,3897855,169985,33997,0,,,3863858,sources/state-dese/dese-ch70-key-factors.xlsx
2007,229,Peabody,6554296700,22172814.15851737,1110322000,18105046.289274216,40277860,6648,55287918.25,40277860,0.057800000000000004,36431948,0,0,3845912,,,36431948,sources/state-dese/dese-ch70-key-factors.xlsx
2007,23,Bedford,2632511200,8905636.146715108,505167000,8237314.867951628,17142951,2398,19207171.7624,15845917,0.0703,21751586,5905669,1181133.8,0,,,20570452,sources/state-dese/dese-ch70-key-factors.xlsx
2007,230,Pelham,120894400,408978.9014289607,32115000,523671.11664908146,932650,223,1752492.6600000001,932650,0.058899999999999994,1552854,620204,124040.8,0,,,1428813,sources/state-dese/dese-ch70-key-factors.xlsx
2007,231,Pembroke,2032853800,6877029.158419978,472303000,7701430.4657235285,14578460,3231,24815140.279400006,14578460,0.0525,14783745,205285,41057,0,,,14742688,sources/state-dese/dese-ch70-key-factors.xlsx
2007,232,Pepperell,1094802600,3703655.1290181335,288392000,4702555.213223164,8406210,2263,17450734.66,8406210,0.0758,7521306,0,0,884904,,,7521306,sources/state-dese/dese-ch70-key-factors.xlsx
2007,233,Peru,55689500,188394.42133902072,11136000,181584.97758069972,369979,164,1314626.94,369979,0.0962,501844,131865,26373,0,,,475471,sources/state-dese/dese-ch70-key-factors.xlsx
2007,234,Petersham,132977600,449855.68200561614,24667000,402223.11799417384,852079,209,1651946.94,852079,0.0791,907661,55582,11116.400000000001,0,,,896545,sources/state-dese/dese-ch70-key-factors.xlsx
2007,235,Phillipston,150033700,507555.5013575671,31041000,506158.3413328394,1013714,329,2636431,1013714,0.0626,1021697,7983,1596.6000000000001,0,,,1020100,sources/state-dese/dese-ch70-key-factors.xlsx
2007,236,Pittsfield,2551381300,8631178.294448655,838631000,13674819.624055296,22305998,6537,57082753.47,22305998,0.0678,26280100,3974102,794820.4,0,,,25485280,sources/state-dese/dese-ch70-key-factors.xlsx
2007,237,Plainfield,58877100,199177.8914269235,9234000,150570.73302623752,349749,83,690793.64,349749,0.0564,404756,55007,11001.400000000001,0,,,393755,sources/state-dese/dese-ch70-key-factors.xlsx
2007,238,Plainville,887996600,3004042.1553078736,205877000,3357055.5342476396,6361098,1474,11350610.829999998,6361098,0.0753,6549966,188868,37773.6,0,,,6512192,sources/state-dese/dese-ch70-key-factors.xlsx
2007,239,Plymouth,7531137000,25477409.514179304,1282522000,20912960.54388956,46390370,8452,70785947.54839998,46390370,0.0678,54147769,7757399,1551479.8,0,,,52596289,sources/state-dese/dese-ch70-key-factors.xlsx
2007,24,Belchertown,969245200,3278901.562944961,315716000,5148103.698084428,8427005,2682,20669410.6,8427005,0.0832,9941571,1514566,302913.2,0,,,9638658,sources/state-dese/dese-ch70-key-factors.xlsx
2007,240,Plympton,352159600,1191335.9620930515,69734000,1137091.1302633362,2328427,472,3609925.6,2328427,0.0571,2928327,599900,119980,0,,,2808347,sources/state-dese/dese-ch70-key-factors.xlsx
2007,241,Princeton,458549100,1551245.6091368883,126218000,2058126.140470614,3609372,605,4553662,3609372,0.049400000000000006,3814133,204761,40952.200000000004,0,,,3773181,sources/state-dese/dese-ch70-key-factors.xlsx
2007,242,Provincetown,1903987400,6441081.432941336,94492000,1540798.1053839328,7981880,164,1396194.94,1151861,0.0301,4292546,3140685,628137,0,,,2094292.41,sources/state-dese/dese-ch70-key-factors.xlsx
2007,243,Quincy,10355818700,35033147.56782355,2002010000,32645019.842523046,67678167,8559,78243741.93424998,64551087,0.07400000000000001,68965301,4414214,882842.8,0,,,68082458,sources/state-dese/dese-ch70-key-factors.xlsx
2007,244,Randolph,2902727300,9819761.89386649,669419000,10915628.062777875,20735390,3950,34530907.832729995,20735390,0.0541,24161513,3426123,685224.6000000001,0,,,23476288,sources/state-dese/dese-ch70-key-factors.xlsx
2007,245,Raynham,1537544500,5201425.876700167,326250000,5319872.3900595615,10521298,2173,16735549,10521298,0.0861,9903423,0,0,617875,,,9903423,sources/state-dese/dese-ch70-key-factors.xlsx
2007,246,Reading,3409324100,11533550.148172952,783106000,12769422.185103396,24302972,4194,31712318.360140003,24302972,0.051699999999999996,24602311,299339,59867.8,0,,,24542443,sources/state-dese/dese-ch70-key-factors.xlsx
2007,247,Rehoboth,1343589600,4545287.445732612,321700000,5245679.533738425,9790967,2016,15476059,9790967,0.08539999999999999,8770508,0,0,1020459,,,8770508,sources/state-dese/dese-ch70-key-factors.xlsx
2007,248,Revere,4085723600,13821771.310088625,772841000,12602039.840018457,26423811,5974,55109871.798499994,26423811,0.0674,25725093,0,0,698718,,,25725093,sources/state-dese/dese-ch70-key-factors.xlsx
2007,249,Richmond,304131400,1028859.2843179817,56099000,914757.1531339505,1943616,243,1791554.66,1478033,0.042800000000000005,2167900,689867,137973.4,0,,,2029927,sources/state-dese/dese-ch70-key-factors.xlsx
2007,25,Bellingham,2047232900,6925672.8385369815,380371000,6202376.033346653,13128049,2680,20746744.870000005,13128049,0.0536,12848102,0,0,279947,,,12848102,sources/state-dese/dese-ch70-key-factors.xlsx
2007,250,Rochester,641246900,2169301.9089943506,130123000,2121801.547928645,4291103,986,7570331.2,4291103,0.0634,5108242,817139,163427.80000000002,0,,,4944814,sources/state-dese/dese-ch70-key-factors.xlsx
2007,251,Rockland,1648259300,5575967.768433176,366560000,5977172.178698032,11553140,2657,21973449.761699997,11553140,0.0542,12362568,809428,161885.6,0,,,12200682,sources/state-dese/dese-ch70-key-factors.xlsx
2007,252,Rockport,1652765700,5591212.664155388,223607000,3646163.082066049,9237376,1022,7933965.08828,6545521,0.052199999999999996,8084614,1539093,307818.60000000003,0,,,7776795,sources/state-dese/dese-ch70-key-factors.xlsx
2007,253,Rowe,425727800,1440213.011949009,12315000,200809.89573512186,1641023,49,409882.39,338153,0.0256,717571,379418,75883.6,0,,,614823.585,sources/state-dese/dese-ch70-key-factors.xlsx
2007,254,Rowley,795313200,2690499.4675349006,163901000,2672589.745910045,5363089,1029,8045015,5363089,0.0723,5694862,331773,66354.6,0,,,5628507,sources/state-dese/dese-ch70-key-factors.xlsx
2007,255,Royalston,95514000,323118.4470999959,20628000,336362.69015217974,659481,249,2141279,659481,0.11349999999999999,186358,0,0,473123,,,186358,sources/state-dese/dese-ch70-key-factors.xlsx
2007,256,Russell,107705200,364360.5855538924,29535000,481601.32119665644,845962,273,2254285.83,845962,0.0603,868197,22235,4447,0,,,863750,sources/state-dese/dese-ch70-key-factors.xlsx
2007,257,Rutland,584782800,1978287.0597691177,183408000,2990673.272999369,4968960,1555,11807329.66,4968960,0.08560000000000001,4813166,0,0,155794,,,4813166,sources/state-dese/dese-ch70-key-factors.xlsx
2007,258,Salem,4223735800,14288658.758471629,848397000,13834065.214128314,28122724,5080,44005591.64,28122724,0.0536,32782786,4660062,932012.4,0,,,31850774,sources/state-dese/dese-ch70-key-factors.xlsx
2007,259,Salisbury,1069166200,3616928.6412023753,155635000,2537803.339239601,6154732,1285,10161535,6154732,0.0805,6791052,636320,127264,0,,,6663788,sources/state-dese/dese-ch70-key-factors.xlsx
2007,26,Belmont,4981907000,16853508.945668694,1143580000,18647355.303676058,35500864,3569,27332422.2294,22549248,0.0388,26756742,4207494,841498.8,0,,,25915243,sources/state-dese/dese-ch70-key-factors.xlsx
2007,260,Sandisfield,156925900,530871.4232234987,11567000,188612.91627837226,719484,102,822290,678389,0.061799999999999994,786899,108510,21702,0,,,765197,sources/state-dese/dese-ch70-key-factors.xlsx
2007,261,Sandwich,3535920600,11961818.930637246,556308000,9071226.266878942,21033045,4003,30015476.36,21033045,0.0587,25602758,4569713,913942.6000000001,0,,,24688815,sources/state-dese/dese-ch70-key-factors.xlsx
2007,262,Saugus,3715984100,12570963.542939004,634196000,10341277.518118663,22912241,3310,26237871.339740004,21646244,0.051,25175728,3529484,705896.8,0,,,24469831,sources/state-dese/dese-ch70-key-factors.xlsx
2007,263,Savoy,46950900,158832.23294959063,12711000,207267.12015340105,366099,129,995527.07,366099,0.0902,399974,33875,6775,0,,,393199,sources/state-dese/dese-ch70-key-factors.xlsx
2007,264,Scituate,3388379600,11462696.092063,649061000,10583668.02563816,22046364,3136,23642576.650910005,19505126,0.049699999999999994,19641961,136835,27367,0,,,19614594,sources/state-dese/dese-ch70-key-factors.xlsx
2007,265,Seekonk,1618380300,5474888.805339799,357394000,5827710.261986044,11302599,2275,17516509.580000002,11302599,0.0518,16270716,4968117,993623.4,0,,,15277093,sources/state-dese/dese-ch70-key-factors.xlsx
2007,266,Sharon,2553637200,8638809.876256693,754004000,12294881.41484895,20933691,3473,26451842.429339994,20933691,0.049800000000000004,19768396,0,0,1165295,,,19768396,sources/state-dese/dese-ch70-key-factors.xlsx
2007,267,Sheffield,454767900,1538454.023901483,96416000,1572171.0846282996,3110625,494,3868945.64,3110625,0.0554,3726127,615502,123100.40000000001,0,,,3603027,sources/state-dese/dese-ch70-key-factors.xlsx
2007,268,Shelburne,175575200,593960.9478534163,43638000,711566.5635476449,1305528,252,2125296,1305528,0.042300000000000004,1272227,0,0,33301,,,1272227,sources/state-dese/dese-ch70-key-factors.xlsx
2007,269,Sherborn,1062601100,3594719.280092421,384963000,6277253.746803062,9871973,1001,7572230.44172,6247090,0.048799999999999996,7687247,1440157,288031.4,0,,,7399216,sources/state-dese/dese-ch70-key-factors.xlsx
2007,27,Berkley,579235700,1959521.5349464908,157507000,2568328.400126012,4527850,1249,9805327.120000001,4527850,0.0944,3696639,0,0,831211,,,3696639,sources/state-dese/dese-ch70-key-factors.xlsx
2007,270,Shirley,517704600,1751365.3119807,128943000,2102560.323651954,3853926,925,7632503.79891,3853926,0.0966,3356168,0,0,497758,,,3356168,sources/state-dese/dese-ch70-key-factors.xlsx
2007,271,Shrewsbury,4240111400,14344056.48490263,1066918000,17397295.358337373,31741352,5705,43006922.33,31741352,0.0482,27107973,0,0,4633379,,,27107973,sources/state-dese/dese-ch70-key-factors.xlsx
2007,272,Shutesbury,164514400,556542.8885146426,32170000,524567.9533738424,1081111,323,2511110.33,1081111,0.049699999999999994,1683355,602244,120448.8,0,,,1562906,sources/state-dese/dese-ch70-key-factors.xlsx
2007,273,Somerset,2124420700,7186794.789989807,393026000,6408730.010653025,13595525,2701,21167158.539999995,13595525,0.0528,19950283,6354758,1270951.6,0,,,18679331,sources/state-dese/dese-ch70-key-factors.xlsx
2007,274,Somerville,7316371300,24750869.32662205,1537514000,25070891.27334877,49821761,5388,52325941.29772,43168902,0.0653,38065244,0,0,5103658,,,38065244,sources/state-dese/dese-ch70-key-factors.xlsx
2007,275,Southampton,449485000,1520582.2727007736,139394000,2272975.6074788123,3793558,999,7680235.67,3793558,0.09480000000000001,4113991,320433,64086.600000000006,0,,,4049904,sources/state-dese/dese-ch70-key-factors.xlsx
2007,276,Southborough,2094098400,7084216.168128087,608862000,9928178.216571478,17012394,2045,15491527.86656,12780510,0.0626,12153176,0,0,627334,,,12153176,sources/state-dese/dese-ch70-key-factors.xlsx
2007,277,Southbridge,901458500,3049582.9998229756,271673000,4429933.155018088,7479516,2568,23435675.259999998,7479516,0.037000000000000005,6824548,0,0,654968,,,6824548,sources/state-dese/dese-ch70-key-factors.xlsx
2007,278,South Hadley,1166625300,3946627.251330348,378746000,6175878.584660533,10122506,2229,17331909.950000003,10122506,0.067,11986515,1864009,372801.80000000005,0,,,11613713,sources/state-dese/dese-ch70-key-factors.xlsx
2007,279,Southwick,747966000,2530326.574152434,220696000,3598695.9601427894,6129023,1695,13254413,6129023,0.0711,5753274,0,0,375749,,,5753274,sources/state-dese/dese-ch70-key-factors.xlsx
2007,28,Berlin,482276300,1631513.381589419,83292000,1358169.5359780567,2989683,392,3036410.86551,2505039,0.0705,2744274,239235,47847,0,,,2696427,sources/state-dese/dese-ch70-key-factors.xlsx
2007,280,Spencer,912387500,3086555.187233783,232923000,3798070.9171182937,6884626,1923,15598521.3,6884626,0.08410000000000001,4118141,0,0,2766485,,,4118141,sources/state-dese/dese-ch70-key-factors.xlsx
2007,281,Springfield,5778583600,19548620.71810943,1838193000,29973799.810883544,49522421,27786,262628553.05,49522421,0.07769999999999999,30283760,0,0,19238661,,,30283760,sources/state-dese/dese-ch70-key-factors.xlsx
2007,282,Sterling,933598600,3158311.1360295904,239944000,3912556.201564602,7070867,1342,10194478,7070867,0.0588,7746510,675643,135128.6,0,,,7611381,sources/state-dese/dese-ch70-key-factors.xlsx
2007,283,Stockbridge,675752500,2286032.397595536,56126000,915197.4184351969,3201230,191,1539064,1269728,0.049,1930886,661158,132231.6,0,,,1798654,sources/state-dese/dese-ch70-key-factors.xlsx
2007,284,Stoneham,2866503900,9697220.18525119,593151000,9671992.729612932,19369213,2845,22455186.61856,18525529,0.0466,20382517,1856988,371397.60000000003,0,,,20011119,sources/state-dese/dese-ch70-key-factors.xlsx
2007,285,Stoughton,3008543100,10177730.74633465,644143000,10503474.516322257,20681205,4128,33313766.109099995,20681205,0.0437,23434611,2753406,550681.2000000001,0,,,22883930,sources/state-dese/dese-ch70-key-factors.xlsx
2007,286,Stow,1030019300,3484496.897826757,254456000,4149190.647923359,7633688,1193,9329698,7633688,0.0711,8652028,1018340,203668,0,,,8448360,sources/state-dese/dese-ch70-key-factors.xlsx
2007,287,Sturbridge,961222300,3251760.547080914,256297000,4179210.21901945,7430971,1543,12056244.25,7430971,0.0906,9225231,1794260,358852,0,,,8866379,sources/state-dese/dese-ch70-key-factors.xlsx
2007,288,Sudbury,3753910600,12699266.7423018,1089431000,17764395.088965453,30463662,4455,34104158.250949994,28135931,0.039,28669729,533798,106759.6,0,,,28562969,sources/state-dese/dese-ch70-key-factors.xlsx
2007,289,Sunderland,259356700,877389.0125947978,70082000,1142765.6608127332,2020155,402,3164245.3899999997,2020155,0.043899999999999995,1527996,0,0,492159,,,1527996,sources/state-dese/dese-ch70-key-factors.xlsx
2007,29,Bernardston,153499800,519281.1211566886,45071000,734933.2367582361,1254214,328,2725230,1254214,0.067,1383544,129330,25866,0,,,1357678,sources/state-dese/dese-ch70-key-factors.xlsx
2007,290,Sutton,1035311200,3502399.0955172363,270258000,4406859.992008328,7909259,1694,12810590.919999998,7909259,0.0768,7676587,0,0,232672,,,7676587,sources/state-dese/dese-ch70-key-factors.xlsx
2007,291,Swampscott,2319769600,7847649.043928416,566990000,9245408.264949797,17093057,2169,16477554.11,13593982,0.042199999999999994,16118411,2524429,504885.80000000005,0,,,15613525,sources/state-dese/dese-ch70-key-factors.xlsx
2007,292,Swansea,1564489700,5292579.9607171565,365165000,5954425.1381336395,11247005,2186,17155643.72,11247005,0.0626,13509883,2262878,452575.60000000003,0,,,13057307,sources/state-dese/dese-ch70-key-factors.xlsx
2007,293,Taunton,4540568000,15360484.129153155,1018487000,16607573.550757373,31968058,8828,75158807.35,31968058,0.08529999999999999,28500852,0,0,3467206,,,28500852,sources/state-dese/dese-ch70-key-factors.xlsx
2007,294,Templeton,474821500,1606294.2158185262,141430000,2306174.8724172376,3912469,1374,10988869,3912469,0.0941,2409155,0,0,1503314,,,2409155,sources/state-dese/dese-ch70-key-factors.xlsx
2007,295,Tewksbury,3772192300,12761112.696971774,770683000,12566851.228163289,25327964,4959,38960044.19366,25327964,0.049400000000000006,25439509,111545,22309,0,,,25417200,sources/state-dese/dese-ch70-key-factors.xlsx
2007,296,Tisbury,1950346400,6597911.301747048,160647000,2619529.624048731,9217441,535,4408389.85,3636922,0.0391,5754600,2117678,423535.60000000003,0,,,5331064,sources/state-dese/dese-ch70-key-factors.xlsx
2007,297,Tolland,127564500,431543.4715862327,6638000,108240.03961751839,539784,70,549445,453292,0.17149999999999999,237695,0,0,215597,,,237695,sources/state-dese/dese-ch70-key-factors.xlsx
