dataset,fy,edition,pages,printed_heading,table,grain,printed_total,checkable,extractable,rows,notes
appropriations,2023,FY2023,27-33,TOWN OF LUNENBURG / GENERAL FUND APPROPRIATIONS / SUMMARY & CLASSIFICATION OF ACCOUNTS / FISCAL YEAR 2023,General fund appropriations and expenditures by department,"one budget line (payroll / other expenses / etc.) within a department, with a subtotal row per department","GRAND TOTAL $48.218.697.29 | $48.218.697.29 | $47.306,160.40 | $323.853.92 | $588.682.97 (page 33, line 9)",yes,messy,300,"OCR reads thousands separators as periods ('$48.218.697.29'). Carried-forward balances appear as an extra amount tagged 'fwd' on the department heading row (e.g. 'Assessor's Administration $6.840.00 fwd'). Page 33 prints the key: 'fwd - forward from FY 2022 $364.285.44', 'srt - Salary Reserve Transf"
appropriations,2025,FY2025,139-140,,Special projects appropriations (Article 9),One project,"the sum of $152,500",yes,clean,3,"Decommission Portions of TC Passios $75,000; Grant Writing Services Pilot Program $50,000; Board of Assessor – Phase 1 DOR Directives $27,500. Voted Yes 147, No 22, Abstain 2. The table appears twice on consecutive pages — do not double count. The November STM later moved the $27,500 to the Assessor"
special_revenue,2011,FY2011,66-70,SCHOOL DEPARTMENT / PUBLIC SAFETY / PARKS & RECREATION / HIGHWAY DEPT. / COUNCIL ON AGING / LIBRARY / CEMETERIES / UNCLASSIFIED,"Special revenue funds: grants, gifts and revolving accounts, FY2011",one fund,"GRAND TOTAL $2,688,344.09 $6,127,226.48 $6,048,615.90 $2,766,954.67",yes,messy,150,"The table's heading and its column headers are NOT in the OCR — p66 starts mid-list at 'Zoning Board Consultant Revolving', so the general-government section above it and the header row are lost. The GRAND TOTAL on p70 is present and lets the visible rows be checked. Negative balances are printed in"
special_revenue,2012,FY2012,66-70,SCHOOL DEPARTMENT / PUBLIC SAFETY / HIGHWAY DEPT. / COUNCIL ON AGING / LIBRARY / CEMETERIES / UNCLASSIFIED,"Special revenue funds: grants, gifts and revolving accounts, FY2012",one fund,"GRAND TOTAL $2,766,954.67 $5,976,644.29 $6,680,977.17 $2,062,621.79",yes,clean,150,"This is one of the biggest wins in the corrected text: rows are complete and aligned throughout, unlike FY2011's. The table heading and column headers are still absent (p66 starts mid-list at 'Regional Assessor Fund'), but the GRAND TOTAL is present and the opening balances tie exactly to FY2011's c"
special_revenue,2013,FY2013,71-75,Special Revenue Funds (per the report's own index) / DPW Roads Gift Fund and the departmental group headings,"Special revenue funds: grants, gifts and revolving accounts, FY2013",one fund,"GRAND TOTAL $2,062,621.79 $5,844,092.35 $5,697,713.47 $2,209,000.67",yes,clean,150,"Rows are complete and aligned, as in FY2012. The table heading and column headers are absent again (p71 starts at 'Conservation Fund'), but the opening balances tie exactly to FY2012's closing balances ($2,062,621.79 in both), which chains all three years' special revenue tables together. A DPW Road"
special_revenue,2014,FY2014,29-33,TOWN OF LUNENBURG / SPECIAL REVENUE FUNDS / FISCAL YEAR ENDING 6/30/14,"Special revenue funds: grants, gifts, revolving and enterprise accounts",one fund,"GRAND TOTAL $2,209,000.67 forward / $5,443,849.18 receipts / $5,052,956.22 disbursements / $2,599,893.63 balance forward. The opening $2,209,000.67 ties exactly to the FY2013 report's special revenue grand total.",yes,messy,145,"Fully readable, but a dormant fund prints only its opening and closing figures with the two middle columns absent, so a naive parse will mis-assign them. This is the richest school-finance table in either report: School Lunch $429,570.62 receipts / $437,642.03 disbursements; Title I #305 opening MIN"
special_revenue,2015,FY2015,29-33,TOWN OF LUNENBURG / SPECIAL REVENUE FUNDS / FISCAL YEAR ENDING 6/30/15,"Special revenue funds -- balances, receipts and disbursements",one named fund,"GRAND TOTAL $2,599,893.63 $5,285,016.77 $5,180,429.68 $2,704,480.72",yes,messy,125,"This is the answer to the standing question about grants versus general fund. It names school grant funds individually with dollar flows: Title I #305, PL 94-142 #240, 50/50 Grant Sped Tuitions ($637,765.00 received / $644,776.54 disbursed), Full Day Kindergarten Grant, Teacher Quality, Race to the "
special_revenue,2016,FY2016-addendum,2-6,(no heading recovered; the main report's version is headed 'TOWN OF LUNENBURG / SPECIAL REVENUE FUNDS / FISCAL YEAR ENDING 6/30/16'),Special revenue funds -- complete version,one named fund,"GRAND TOTAL $2,704,480.72 $6,543,358.01 $6,074,216.03 $3,173,622.70 (addendum p6, last line)",yes,messy,130,"The figures agree with the main report's version wherever both are legible, so this is a genuine reprint rather than a correction of the numbers. WHAT IT FIXES is the main report's DUPLICATED PAGE 32 -- the addendum's sequence has no duplicate, so it is the safer source for a row count. WHAT IT COST"
special_revenue,2016,FY2016,31-35,TOWN OF LUNENBURG / SPECIAL REVENUE FUNDS / FISCAL YEAR ENDING 6/30/16,"Special revenue funds -- balances, receipts and disbursements",one named fund,"GRAND TOTAL $2,704,480.72 $6,543,358.01 $6,074,216.03 $3,173,622.70",yes,messy,130,"PAGE 32 IS A DUPLICATE: it repeats, without a header, exactly the rows that page 33 prints with a header (Tech Prep Consortium through Community Policing FY 96). Anyone extracting this table row-by-row will double-count 28 school and public-safety funds unless page 32 is dropped. The same table is r"
special_revenue,2017,FY2017,29-33,TOWN OF LUNENBURG / SPECIAL REVENUE FUNDS / FISCAL YEAR ENDING 6/30/17,"Special revenue funds -- balances, receipts and disbursements",one fund,"GRAND TOTAL $3,173,622.70 $6,383,702.24 $5,993,188.58 $3,564,136.36",yes,messy,145,"OCR pages -- there are real digit errors ('$8, 168.34', '$3.316.79', '(81.964.05)', '$3.231.29', '$7.633.92') so every figure needs re-reading against the PDF. This is the ONLY place the report shows school grant money: Title #305 $274,946.00 received, PL 94-142 #240 $340,426.00, 50/50 Grant Sped Tu"
special_revenue,2018,FY2018,35-39,TOWN OF LUNENBURG / SPECIAL REVENUE FUNDS / FISCAL YEAR ENDING 6/30/18,"Special revenue funds -- balances, receipts and disbursements",one fund,"GRAND TOTAL $3,564,136.36 $6,246,072.62 $5,837,989.85 $3,972,219.13",yes,messy,140,"The opening balance total $3,564,136.36 ties exactly to the FY2017 report's closing total -- the two years reconcile. OCR errors present but fewer than FY2017: '$6.902.18', '(53,309.18)' for ($3,309.18), '$42.355.59', '$248.016.00', '$2.426.50', '$1.208.91'. Eight funds are NEW in FY2018 and are wor"
special_revenue,2019,FY2019,37-41,(title band lost; contents page calls it 'Special Revenue Funds'),"Special revenue funds, year ending 30 June 2019",one named fund or grant,"GRAND TOTAL $3,972,219.13 | $6,391,333.14 | $5,787,228.78 (PDF p41 line 29). The fourth column of the total row falls outside the rendering.",yes,clean,175,"Now fully readable row by row. Named funds of interest: School Lunch $730.50 / $449,823.00 / $391,233.25; Chapter 658 School Athletics $56,535.83 / $137,598.00 / $124,708.43; After School Activities $133,504.81 / $223,564.70 / $198,772.99; School Choice $251,272.60 / $182,658.00 / $104,424.93; Exten"
special_revenue,2020,FY2020,31-35,TOWN OF LUNENBURG / SPECIAL REVENUE FUNDS / FISCAL YEAR ENDING 6/30/20,"Special revenue funds, FY ending 6/30/20",one named fund or grant,"GRAND TOTAL: $4,576,323.49 forward, $6,465,186.53 receipts, $5,445,461.13 disbursements, $5,596,048.89 balance forward",yes,clean,160,"THE COVID FUNDS ARE HERE. New in FY2020 with a $0.00 opening balance: 'Cares Act Funding - COVID' $147,421.00 received / $15,428.26 spent / $131,992.74 carried; 'FEMA #4496 - COVID Grant' $0 received / $34,094.82 spent / ($34,094.82) i.e. a NEGATIVE carry-forward; 'Continuity of Operations Grant' $3"
special_revenue,2021,FY2021,32-36,(title band lost; contents page calls it 'Special Revenue Funds'),"Special revenue funds, year ending 30 June 2021",one named fund or grant,"GRAND TOTAL $5,596,048.89 | $7,088,091.52 | $6,269,397.74 | $6,414,742.67 (PDF p36 line 28)",yes,clean,175,"THE SINGLE MOST USEFUL COVID TABLE IN EITHER REPORT, and it is now fully readable row by row. Federal and state relief money, each with its own line: ARPA Funds $0.00 forward / $614,195.58 received / nothing spent / $614,195.58 carried (matched on p39 by 'Unibank ARPA CLFRF Fund $614,195.58'); FEMA "
special_revenue,2022,FY2022,33-37,TOWN OF LUNENBURG / SPECIAL REVENUE FUNDS / FISCAL YEAR ENDING 6/30/22,"Special revenue funds, fiscal year ending 6/30/22",One named fund or grant.,"GRAND TOTAL (page 37): $6,414,742.67 forward / $9,236,164.01 receipts / $7,004,408.01 disbursements / $8,645,488.67 carried forward",yes,messy,200,"The $6,414,742.67 opening balance ties exactly to the FY2021 report's own special-revenue closing figure - the two years reconcile, which is a strong check on both. COVID/ARPA money runs through here again. Newly visible funds not in FY2021 include 'Hollis Road Revolving', 'TNC Per Ride Assessment F"
special_revenue,2023,FY2023,34-43,TOWN OF LUNENBURG / SPECIAL REVENUE FUNDS / FISCAL YEAR ENDING 6/30/23,"Special revenue funds — grants, gifts and revolving funds",one named fund or grant,"GRAND TOTAL $8,663,349.91 | $9,102,807.73 | $7,735,057.86 | $10,031,099.78 (page 43, line 14)",yes,clean,250,"Much cleaner OCR than the other financial schedules — real dollar signs and commas survive. Note the closing-balance column is labelled 7/1/2023 (i.e. the next year's forward), not 6/30/2023. Negative balances are shown in parentheses (e.g. 'Old Primary School Hazardous Abatement ($49,990.00)'). Som"
special_revenue,2024,FY2024,23-26,"TOWN OF LUNENBURG / Special Revenue Fund Balance Detail / as of June 30, 2024 / (Unaudited)",Special revenue fund balance detail,one special revenue fund,"Total Special Revenue Fund Balance 83.86 | 83.86 | $ 4,963,068.15 | 116,241.96 | 0.00 | (deficit column OCRs as 'S 171986-817')",yes,messy,200,"IMPORTANT DIFFERENCE FROM FY2023: FY2023's version (pages 34-43) gave forward balance, receipts, disbursements and closing balance for each fund. This one gives only the closing balance, so the year's flows through grants and revolving funds cannot be read from the FY2024 report at all. Fund names a"
special_revenue,2025,FY2025,26-29,SPECIAL REVENUE FUND BALANCE DETAIL,Special revenue fund balance detail,One numbered special revenue fund,"SPECIAL REVENUE FUND BALANCE  4,337,053.91  472,216.91  $(80,708.22)",yes,messy,168,"Continues p26 -> p29 with NO repeated header. Fund names are truncated to ~10 characters by the source system ('SCH CHOICE', 'ARPAFUNDS', 'FY25117SOA'), so names are not self-explanatory. The middle column header says 'Receipts thru 9/30/2024' while the balance column says 6/30/2025 — the two column"
trust_funds,2011,FY2011,73-74,TRUST FUNDS / FUND NAME / PRINCIPAL BEGINNING BALANCE / EARNINGS BEGINNING BALANCE / PRINCIPAL CONTRIB TO / EARNINGS NET / PRINCIPAL DISBURSE FROM / TRANSFERS OF EARNINGS / ENDING CASH VALUE / LIBRARY FUNDS / CONSERVATION FUNDS / CEMETERY FUNDS / SCHOLARSHIP FUNDS / MISCELLANEOUS FUNDS / STABILIZATION FUNDS,"Trust funds, fiscal year 2011",one trust fund,"GRAND TOTALS $2,122,930.0 $34.50 $0.00 $15,307.76 $3,940.25 $197,949.45 $1,905,698.11",yes,not without geometry,40,"The rotation correction has made the VALUES legible but the layout is still mirrored and rows are offset from their names by one line in many places — a fund name on line N frequently belongs to the numbers on line N-1 or N+1. Do not transcribe by row position. Subtotals are printed for LIBRARY, CON"
trust_funds,2012,FY2012,73-74,TOWN OF LUNENBURG / TRUST FUNDS / FISCAL YEAR 2012 SUMMARY REPORT / FUND NAME / PRINCIPAL BEGINNING BALANCE / EARNINGS BEGINNING BALANCE / CONTRIB TO PRINCIPAL / EARNINGS NET / DISBURSE FROM PRINCIPAL / TRANSFERS OF EARNINGS / ENDING CASH VALUE / UNREALIZED GAIN/LOSS / ENDING MARKET VALUE / Page 1 of 2 / Page 2 of 2,"Trust funds, fiscal year 2012 summary report",one trust fund,"$1,965,666.86 $31,317.43 $1,934,349.43 ($91,936.18) ($140,096.25) $30,639.87 $12,811.92 $213,291.71 $1,909,638.36 (grand total row, p74 line 2)",yes,messy,40,"TWO COLUMNS MORE than FY2011's version — UNREALIZED GAIN/LOSS and ENDING MARKET VALUE are new, so the FY2011 and FY2012 trust tables are not the same shape. p74 is much better than p73: each line carries a complete set of ten values belonging to one fund. p73's values are still split across lines. T"
trust_funds,2013,FY2013,78-79,TOWN OF LUNENBURG / TRUST FUNDS / FISCAL YEAR 2013 SUMMARY REPORT / BEGINNING BALANCE PRINCIPAL | BEGINNING BALANCE EARNINGS | CONTRIBUTE TO PRINCIPAL | NET EARNINGS | DISBURSE FROM PRINCIPAL | TRANSFERS OF EARNINGS | ENDING CASH VALUE | UNREALIZED GAIN/LOSS | ENDING MARKET VALUE,"Trust funds, fiscal year 2013 summary report",one trust fund,"$1,946,418.53 $6,402.07 $1,940,016.46 ($18,381.42) ($6,264.97) $19,368.92 $10,944.50 $151,995.40 $1,782,354.03 (grand total, p79 line 2)",yes,messy,40,"p78 IS THE FIRST UPRIGHT TRUST FUND PAGE IN ANY OF THE THREE YEARS and carries a full, readable nine-column header — which is the key to reading the FY2012 and FY2011 versions too. But the FUND NAME COLUMN IS MISSING on p78: every row's nine values are complete and correctly aligned and only one nam"
trust_funds,2014,FY2014,37-38,TRUST FUNDS FISCAL YEAR 2014 SUMMARY REPORT,Trust funds summary report,one trust fund,"GRAND TOTALS $1,787,033.56 / $152,982.90 / $310,829.18 / $21,797.42 / ($17,777.38) / ($7,367.79) / $2,247,497.89 / $22,464.41 / $2,269,962.30, then a second GRAND TOTALS including trust funds held by other banks: $2,035,635.35 ... $2,526,364.77",yes,clean,60,"THIS SOLVES THE FY2013 PROBLEM. FY2013's trust fund table has clean rows of money with NO fund names in the text layer at all; FY2014's has account numbers AND names, and many of the FY2014 opening balances equal the FY2013 closing balances - so the FY2014 table can be used to LABEL the FY2013 rows."
trust_funds,2015,FY2015,38-40,TOWN OF LUNENBURG TRUST FUNDS FY 2015 / FY-2015 FUND BALANCE RECONCILIATION,Trust funds fund-balance reconciliation,one named trust fund,"GRAND TOTALS (p40): FY 2015 BEGINNING PRINCIPAL $2,336,487.83; BEGINNING EARNINGS $167,412.53; TO PRINCIPAL $83,936.00; EARNINGS $25,676.53; DISBURSE PRINCIPAL ($7,871.14); TRANSFERS ($4,838.47); ENDING CASH $2,600,803.28; UNREALIZED GAIN/LOSS $17,739.69; MARKET VALUE $2,618,542.97",yes,not without geometry,46,"Grouped into CEMETERY FUNDS, CONSERVATION FUNDS, LIBRARY FUNDS, SCHOLARSHIP FUNDS, MISCELLANEOUS FUNDS, STABILIZATION FUNDS, each with its own SUBTOTALS row. Named funds include PERPETUAL CARE, CHESTER MOSSMAN TEEN CENTER, LUNENBURG ATHLETIC BOOSTER, BARTHOLOMEW STABILIZATION ($1,388,105.33), ZONING"
trust_funds,2016,FY2016,40-42,(no readable heading; the FY2015 equivalent is headed 'TOWN OF LUNENBURG TRUST FUNDS ... FUND BALANCE RECONCILIATION'),Trust funds fund-balance reconciliation,one named trust fund,not recoverable from the text layer; p42 recovered only 11 near-empty lines,yes,not without geometry,46,"WORSE OCR THAN FY2015. FY2015's p40 at least recovered the grand-total column ($2,618,542.97 market value); the FY2016 equivalent on p42 recovers almost nothing, and no fund names survive on p40-41 at all -- only strings of dollar amounts. p40 opens 'EY 2016 ENDING MARKET VALUE $189,986.24 $360.61 ."
trust_funds,2017,FY2017,37-39,TOWN OF LUNENBURG / TRUST FUNDS / FISCAL YEAR 2017 SUMMARY,"Trust funds -- principal, earnings, transfers and market value",one named trust fund,"GRAND TOTALS row present on page 3 of 3; ending market total $2,889,241.89, beginning principal $2,531,035.28",yes,not without geometry,50,"Unusable as extracted -- the row/column mapping is destroyed and there are OCR digit errors ('5383.87', '5500000', '$141,522.07$34,979.32'). Must be re-read from the PDF with coordinates. Named funds include 21 individual library and cemetery bequests (CHARLES DICKERSON LIBRARY, EBENEZER BAILEY LIBR"
