video_id,board_slug,board_name,title_stem,meetings_folder,in_agenda_center,meeting_date,classification_source,classified_by,classified_at
DNm34tmxesA,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Municipal Building Design Committee,lunenburg-municipal-building-design-committee,yes,2026-03-09,model,claude-opus-5 (1M context),2026-09-08
x9-Dms-XqYU,stormwater-task-force,Stormwater Task Force,Stormwater Task Force - Public Information Session,stormwater-task-force,yes,2026-03-05,model,claude-opus-5 (1M context),2026-09-08
nOjhdlIY9m4,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2026-03-05,model,claude-opus-5 (1M context),2026-09-08
nfSdiKc6yvo,school-committee,School Committee,School Committee,school-committee,yes,2026-03-04,model,claude-opus-5 (1M context),2026-09-08
44DUODpJsBw,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2026-03-04,model,claude-opus-5 (1M context),2026-09-08
uHp7Jb4xQ1E,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2026-03-04,model,claude-opus-5 (1M context),2026-09-08
U6Pk4Wael60,stormwater-task-force,Stormwater Task Force,Stormwater Task Force,stormwater-task-force,yes,2026-03-03,model,claude-opus-5 (1M context),2026-09-08
6jXf3lDC_-U,select-board,Select Board,Select Board,select-board,yes,2026-03-03,model,claude-opus-5 (1M context),2026-09-08
wwcwd2JgeEo,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2026-03-02,model,claude-opus-5 (1M context),2026-09-08
pd81B-p34KE,cemetery-commission,Cemetery Commission,Cemetery Commission,cemetery-commission,yes,2026-02-26,model,claude-opus-5 (1M context),2026-09-08
A4dDCncf5cQ,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2026-02-26,model,claude-opus-5 (1M context),2026-09-08
cVYmZPJvgBg,school-committee,School Committee,School Committee,school-committee,yes,2026-02-25,model,claude-opus-5 (1M context),2026-09-08
aDYrS5gQaPQ,lunenburg-water-district,Lunenburg Water District,Water District Special Meeting,,NO,2026-02-25,model,claude-opus-5 (1M context),2026-09-08
E0Bl5XMeKDg,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2026-02-25,model,claude-opus-5 (1M context),2026-09-08
CY8qGNhM1y8,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2026-02-25,model,claude-opus-5 (1M context),2026-09-08
-Oy2emFIKUg,master-plan-steering-committee,Master Plan Steering Committee,Master Plan Steering Committee,master-plan-steering-committee,yes,2026-02-25,model,claude-opus-5 (1M context),2026-09-08
pwsuBm1qjGY,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2026-02-24,model,claude-opus-5 (1M context),2026-09-08
JVB4H7xpVUw,select-board,Select Board,Select Board,select-board,yes,2026-02-24,model,claude-opus-5 (1M context),2026-09-08
zdeK5iigzNY,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2026-02-19,model,claude-opus-5 (1M context),2026-09-08
AJ_D9dIdV_0,stormwater-task-force,Stormwater Task Force,Stormwater Task Force,stormwater-task-force,yes,2026-02-19,model,claude-opus-5 (1M context),2026-09-08
rWS_CLPpjmQ,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2026-02-18,model,claude-opus-5 (1M context),2026-09-08
VfWvWHwTzog,select-board,Select Board,Select Board,select-board,yes,2026-02-17,model,claude-opus-5 (1M context),2026-09-08
4h8Kix9T4V4,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2026-02-12,model,claude-opus-5 (1M context),2026-09-08
PNasqLeEmzA,architectural-preservation-district-commission,Architectural Preservation District Commission,Architecture Preservation District Commission,architectural-preservation-district-commission,yes,2026-02-12,model,claude-opus-5 (1M context),2026-09-08
iGeYk_rpnO4,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2026-02-12,model,claude-opus-5 (1M context),2026-09-08
oBW_GZJln3g,trust-fund-commission,Trust Fund Commission,Trust Fund Commission,trust-fund-commission,yes,2026-02-12,model,claude-opus-5 (1M context),2026-09-08
A57Rt-gUlPI,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2026-02-11,model,claude-opus-5 (1M context),2026-09-08
kjcBrgJA-ik,capital-planning-committee,Capital Planning Committee,Capital Planning,capital-planning-committee,yes,2026-02-11,model,claude-opus-5 (1M context),2026-09-08
Y8V0lXUXnPY,open-space-committee,Open Space Committee,Open Space,open-space-committee,yes,2026-02-11,model,claude-opus-5 (1M context),2026-09-08
g_Fw3bGKhWU,select-board,Select Board,Select Board,select-board,yes,2026-02-10,model,claude-opus-5 (1M context),2026-09-08
QewkKbHGmSU,economic-development-committee,Economic Development Committee,Economic Development Committee,economic-development-committee,yes,2026-02-10,model,claude-opus-5 (1M context),2026-09-08
2brDgGdfJD8,council-on-aging,Council on Aging,Council on Aging,council-on-aging,yes,2026-02-10,model,claude-opus-5 (1M context),2026-09-08
KKIGyjDI6jw,planning-board,Planning Board,Planning Board,planning-board,yes,2026-02-09,model,claude-opus-5 (1M context),2026-09-08
4EInyj0tTjk,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2026-02-04,model,claude-opus-5 (1M context),2026-09-08
jLSVwv2caHM,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2026-02-03,model,claude-opus-5 (1M context),2026-09-08
6csHPPkKg7c,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2026-02-05,model,claude-opus-5 (1M context),2026-09-08
HsjpFotE9hc,school-committee,School Committee,School Committee Forum on the 2025 Budget Surplus,school-committee,yes,2026-02-04,model,claude-opus-5 (1M context),2026-09-08
kNyg6uCibs0,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2026-02-04,model,claude-opus-5 (1M context),2026-09-08
akQoA2PejrQ,school-committee,School Committee,School Committee,school-committee,yes,2026-02-04,model,claude-opus-5 (1M context),2026-09-08
Y7AKUqslZ4c,select-board,Select Board,Select Board,select-board,yes,2026-02-03,model,claude-opus-5 (1M context),2026-09-08
SSscP-G5y3c,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),"PACC 02.02,26",public-access-cable-committee-pacc,yes,,model,claude-opus-5 (1M context),2026-09-08
FUbm5gPK3fo,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Municipal Building Design Committee,lunenburg-municipal-building-design-committee,yes,2026-02-02,model,claude-opus-5 (1M context),2026-09-08
YILiAdLFKlM,stormwater-task-force,Stormwater Task Force,Stormwater Task Force,stormwater-task-force,yes,2026-01-29,model,claude-opus-5 (1M context),2026-09-08
NuHwTcarSGA,trust-fund-commission,Trust Fund Commission,Trust Funds Committee,trust-fund-commission,yes,2026-01-29,model,claude-opus-5 (1M context),2026-09-08
Zoh6ar2gA6Y,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2026-01-28,model,claude-opus-5 (1M context),2026-09-08
qKqeCvx1xwM,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2026-01-28,model,claude-opus-5 (1M context),2026-09-08
5Te_8qlxzrA,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2026-01-28,model,claude-opus-5 (1M context),2026-09-08
CUTFWd-h8d8,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2026-01-28,model,claude-opus-5 (1M context),2026-09-08
1ChN-tK5r2M,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2026-01-27,model,claude-opus-5 (1M context),2026-09-08
1xPyYMnz50E,select-board,Select Board,TriBoard,select-board,yes,2026-01-27,model,claude-opus-5 (1M context),2026-09-08
1xPyYMnz50E,finance-committee,Finance Committee,TriBoard,finance-committee,yes,2026-01-27,model,claude-opus-5 (1M context),2026-09-08
1xPyYMnz50E,school-committee,School Committee,TriBoard,school-committee,yes,2026-01-27,model,claude-opus-5 (1M context),2026-09-08
NIZgbfhPwD8,school-committee,School Committee,School Committee,school-committee,yes,2026-01-21,model,claude-opus-5 (1M context),2026-09-08
wV6KQlQKvjY,economic-development-committee,Economic Development Committee,Economic Development Committee,economic-development-committee,yes,2026-01-13,model,claude-opus-5 (1M context),2026-09-08
OCicNIEjS9w,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2026-01-14,model,claude-opus-5 (1M context),2026-09-08
D34uSOZ8GkY,select-board,Select Board,TriBoard Meeting,select-board,yes,2026-01-12,model,claude-opus-5 (1M context),2026-09-08
D34uSOZ8GkY,finance-committee,Finance Committee,TriBoard Meeting,finance-committee,yes,2026-01-12,model,claude-opus-5 (1M context),2026-09-08
D34uSOZ8GkY,school-committee,School Committee,TriBoard Meeting,school-committee,yes,2026-01-12,model,claude-opus-5 (1M context),2026-09-08
j0qmvNklmHU,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board Of Appeals,zoning-board-of-appeals,yes,2026-01-14,model,claude-opus-5 (1M context),2026-09-08
dJJBSRi5z5U,select-board,Select Board,Select Board,select-board,yes,2026-01-13,model,claude-opus-5 (1M context),2026-09-08
juESqeSw0c0,council-on-aging,Council on Aging,Council on Aging,council-on-aging,yes,2026-01-13,model,claude-opus-5 (1M context),2026-09-08
_7BHr5LRYBM,planning-board,Planning Board,Planning Board,planning-board,yes,2026-01-12,model,claude-opus-5 (1M context),2026-09-08
YfDULwK9uiE,stormwater-task-force,Stormwater Task Force,Stormwater Task Force,stormwater-task-force,yes,2026-01-08,model,claude-opus-5 (1M context),2026-09-08
uRcGiQxJW70,architectural-preservation-district-commission,Architectural Preservation District Commission,Architectural Preservation District Commission,architectural-preservation-district-commission,yes,2026-01-08,model,claude-opus-5 (1M context),2026-09-08
GykEFtJVvsM,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2026-01-08,model,claude-opus-5 (1M context),2026-09-08
yp9TGZV38FU,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2026-01-07,model,claude-opus-5 (1M context),2026-09-08
pjSX2hx8kwI,school-committee,School Committee,School Committee,school-committee,yes,2026-01-07,model,claude-opus-5 (1M context),2026-09-08
_2ZLYaepMA8,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2026-01-07,model,claude-opus-5 (1M context),2026-09-08
2JrrFy4AqdI,select-board,Select Board,Select Board,select-board,yes,2026-01-06,model,claude-opus-5 (1M context),2026-09-08
kMTv-3hIH9s,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2026-01-05,model,claude-opus-5 (1M context),2026-09-08
2jGwJ4yXAsc,select-board,Select Board,Select Board,select-board,yes,2025-12-30,model,claude-opus-5 (1M context),2026-09-08
6UdQLUbaWHs,trust-fund-commission,Trust Fund Commission,Trust Funds Commission,trust-fund-commission,yes,2025-12-18,model,claude-opus-5 (1M context),2026-09-08
HqOLbOduM1I,school-committee,School Committee,School Committee,school-committee,yes,2025-12-17,model,claude-opus-5 (1M context),2026-09-08
VaoW_BLj1Nc,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2025-12-17,model,claude-opus-5 (1M context),2026-09-08
tYszo6SL09E,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2025-12-17,model,claude-opus-5 (1M context),2026-09-08
eyxbgWMx6To,capital-planning-committee,Capital Planning Committee,Capital Planning,capital-planning-committee,yes,2025-12-17,model,claude-opus-5 (1M context),2026-09-08
gjBv5kW1lkI,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2025-12-17,model,claude-opus-5 (1M context),2026-09-08
VN__R5GGS8M,select-board,Select Board,Select Board,select-board,yes,2025-12-16,model,claude-opus-5 (1M context),2026-09-08
UStto3DZ0Qc,planning-board,Planning Board,Plannng Board,planning-board,yes,2025-12-15,model,claude-opus-5 (1M context),2026-09-08
bhjksjeL-rw,green-community-task-force,Green Community Task Force,Green Communities Task Force,,NO,2025-12-15,model,claude-opus-5 (1M context),2026-09-08
OgM4jkrlJiE,cemetery-commission,Cemetery Commission,Cemetery Commission,cemetery-commission,yes,2025-12-11,model,claude-opus-5 (1M context),2026-09-08
72k-4HnrjVc,architectural-preservation-district-commission,Architectural Preservation District Commission,Architectural Preservation District Commission,architectural-preservation-district-commission,yes,2025-12-11,model,claude-opus-5 (1M context),2026-09-08
QuF-yGvtXGs,master-plan-steering-committee,Master Plan Steering Committee,Master Plan Steering Committee,master-plan-steering-committee,yes,2025-12-10,model,claude-opus-5 (1M context),2026-09-08
cVyrl-cQXJ0,capital-planning-committee,Capital Planning Committee,Capital Planning Committee,capital-planning-committee,yes,2025-12-10,model,claude-opus-5 (1M context),2026-09-08
VPd2H3VVb1c,open-space-committee,Open Space Committee,Open Space Committee,open-space-committee,yes,2025-12-10,model,claude-opus-5 (1M context),2026-09-08
Z87KMc--ZoY,select-board,Select Board,Select Board,select-board,yes,2025-12-09,model,claude-opus-5 (1M context),2026-09-08
ItVUjvPTrvw,economic-development-committee,Economic Development Committee,Economic Development Committee,economic-development-committee,yes,2025-12-09,model,claude-opus-5 (1M context),2026-09-08
gXlwSLKGakw,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2025-12-09,model,claude-opus-5 (1M context),2026-09-08
pCETjJH_U8Y,council-on-aging,Council on Aging,Council on Aging,council-on-aging,yes,2025-12-09,model,claude-opus-5 (1M context),2026-09-08
gAqRPg81taA,stormwater-task-force,Stormwater Task Force,Stormwater Task Force,stormwater-task-force,yes,2025-12-04,model,claude-opus-5 (1M context),2026-09-08
ORInrk0Iv4Q,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2025-12-03,model,claude-opus-5 (1M context),2026-09-08
sPkm3bAUFaA,board-of-assessors,Board of Assessors,Board of Assessors,board-of-assessors,yes,2025-12-03,model,claude-opus-5 (1M context),2026-09-08
jngnUhj_mKY,open-space-committee,Open Space Committee,Open Space Committee,open-space-committee,yes,2025-11-19,model,claude-opus-5 (1M context),2026-09-08
LAK2GHxq2is,school-committee,School Committee,School Committee,school-committee,yes,2025-12-03,model,claude-opus-5 (1M context),2026-09-08
aU56CXl_vr4,capital-planning-committee,Capital Planning Committee,Capital Planning Committee,capital-planning-committee,yes,2025-12-03,model,claude-opus-5 (1M context),2026-09-08
4I5MjCAGeS8,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2025-12-03,model,claude-opus-5 (1M context),2026-09-08
nyRODr1VSBI,select-board,Select Board,Select Board,select-board,yes,2025-12-02,model,claude-opus-5 (1M context),2026-09-08
R7y4RZq5eH0,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Municipal Building Design Committee,lunenburg-municipal-building-design-committee,yes,2025-12-01,model,claude-opus-5 (1M context),2026-09-08
IHuJoN0gDeI,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2025-11-25,model,claude-opus-5 (1M context),2026-09-08
WRTRvPgKRfs,select-board,Select Board,Select Board,select-board,yes,2025-11-25,model,claude-opus-5 (1M context),2026-09-08
zLefKx0ccKE,trust-fund-commission,Trust Fund Commission,Trust Funds Commission,trust-fund-commission,yes,2025-11-25,model,claude-opus-5 (1M context),2026-09-08
-J6CegBuG44,select-board,Select Board,TriBoard Meeting,select-board,yes,2025-11-24,model,claude-opus-5 (1M context),2026-09-08
-J6CegBuG44,finance-committee,Finance Committee,TriBoard Meeting,finance-committee,yes,2025-11-24,model,claude-opus-5 (1M context),2026-09-08
-J6CegBuG44,school-committee,School Committee,TriBoard Meeting,school-committee,yes,2025-11-24,model,claude-opus-5 (1M context),2026-09-08
MINgUFAwA7Y,planning-board,Planning Board,Planning Board,planning-board,yes,2025-11-24,model,claude-opus-5 (1M context),2026-09-08
6PZ-J-oIAkQ,school-committee,School Committee,School Committee,school-committee,yes,2025-11-19,model,claude-opus-5 (1M context),2026-09-08
ZCi29nOpCc0,capital-planning-committee,Capital Planning Committee,Capital Planning Committee,capital-planning-committee,yes,2025-11-19,model,claude-opus-5 (1M context),2026-09-08
