label,upstream,local,text,bytes,sha256,read,page,school_year,meeting_date
Revised Draft Capital Plan FY26-FY35,https://drive.google.com/file/d/1-V5xNqKlkFv0OC-Yj70b1sprdh1IKSkI/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2024-2025-revised-draft-capital-plan-fy26-fy35.pdf,sources/district-budget/text/sc-meetings/2024-2025-revised-draft-capital-plan-fy26-fy35.txt,5064671,e560955ff0272c9c35885c3ecab84d3426de1f7556fedc017f028e9fe516c2e7,pdf text layer,sc-meetings,2024-2025,
Facilities Report Sept. 2024,https://drive.google.com/file/d/1iWjs29imTo9TTSFCCeBjBWfCGTrPzZdG/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2024-2025-facilities-report-sept-2024.pdf,sources/district-budget/text/sc-meetings/2024-2025-facilities-report-sept-2024.txt,690412,a52786ae1a7f5ddd50804c87db1642abd5bfaa240c9d1602906419aaee58df7e,pdf text layer,sc-meetings,2024-2025,
LEAF Presentation,https://drive.google.com/file/d/16LnAIcm_eX6b4itQBa0aRRni8j_quapd/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2024-2025-leaf-presentation.pdf,sources/district-budget/text/sc-meetings/2024-2025-leaf-presentation.txt,11735872,fe11204c9f5e28669ad1e45369787f8b86fba774edde630c2df77f97029ca922,pdf text layer,sc-meetings,2024-2025,
School Committee Goals,https://drive.google.com/file/d/1U1v7YH4Ztb7bp0SXkI3pLMSVxSlEIo3U/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2024-2025-school-committee-goals.pdf,sources/district-budget/text/sc-meetings/2024-2025-school-committee-goals.txt,361329,ba266df01616e7c4eeb3ed9cc81205665f41fdf4dded8ad4c1c13bf555b62e4c,pdf text layer,sc-meetings,2024-2025,
Revised Agenda 8-7-24,https://drive.google.com/file/d/1jPZxBBTIFXI54lqtz4wLTsaj30z6eYZ6/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2024-08-07-revised-agenda-8-7-24.pdf,sources/district-budget/text/sc-meetings/2024-08-07-revised-agenda-8-7-24.txt,17639,daddfe47715642840fe551a290d1c1ac1e8eaaa28275e828a9df0dde29145c3c,pdf text layer,sc-meetings,2024-2025,2024-08-07
LPS Finance Presentation,https://drive.google.com/file/d/1IgBSdvs8-4jmvEOdqawgiLQU0XMUW_fF/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2024-2025-lps-finance-presentation.pdf,sources/district-budget/text/sc-meetings/2024-2025-lps-finance-presentation.txt,808771,88f9bb3214d201ccf4450b721d23cbcbe2074e53664a051a609cf97c576e21d7,pdf text layer,sc-meetings,2024-2025,
SC Operating Protocols Updated,https://drive.google.com/file/d/1vxp_Yd9D8mOdrhdlz2IpSONLHVHOc1hI/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2024-2025-sc-operating-protocols-updated.pdf,sources/district-budget/text/sc-meetings/2024-2025-sc-operating-protocols-updated.txt,499102,6172e401f621996e83d65adbbb26baf5bd1787baa300fbfbcb32b7d8f5ecb7cd,pdf text layer,sc-meetings,2024-2025,
School Committee Agenda,https://drive.google.com/file/d/1jpnjcRGjrN_10k4Lyc_cwC62-QhsT8Dh/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2024-2025-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2024-2025-school-committee-agenda.txt,179662,b58c2fc6623dfbe9b2e13c603b2ff39088d6401dd5d02546aba7dfc11fc89919,pdf text layer,sc-meetings,2024-2025,
Lunenburg School Committee AARPA Requests July 2024,https://drive.google.com/file/d/1gOjOcZS0R3tPHrpyWhiixUWyI_UyIYjR/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2024-2025-lunenburg-school-committee-aarpa-requests-july-2024.pdf,sources/district-budget/text/sc-meetings/2024-2025-lunenburg-school-committee-aarpa-requests-july-2024.txt,61949,8f6f0a767d550efe8db06c4f203d117d9997e08f66ce0174d432f6f18f0f22d3,pdf text layer,sc-meetings,2024-2025,
Concussion Fact Sheet for Parents,https://drive.google.com/file/d/1hZWFKIoXRw3yyVLp-SK2ohozIDJ7Xz9H/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-concussion-fact-sheet-for-parents.pdf,sources/district-budget/text/sc-meetings/2023-2024-concussion-fact-sheet-for-parents.txt,85610,7552bbf2ee0d93d071480158cf4b15819bdbb77cc61462c04eb79b30f8932f4f,pdf text layer,sc-meetings,2023-2024,
Concussion Fact Sheet for Athletes,https://drive.google.com/file/d/1Nb5WrQSBXStUQgr99x0mNChf0_CaVkGM/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-concussion-fact-sheet-for-athletes.pdf,sources/district-budget/text/sc-meetings/2023-2024-concussion-fact-sheet-for-athletes.txt,85659,8ecbc997e8d77499d88c11f86a06a7a3ba6201cf5fbd6d703c5732947319b8a2,pdf text layer,sc-meetings,2023-2024,
MIIA Concussion Protocol,https://drive.google.com/file/d/1VLOLfZmdvssX-9ldhQ0JsxU7XEsgxR6B/view?usp=drive_link,,,297516,7469ecb48744030719b75ecd48f3d53ed096ed8874b6f6a3472aed8917687422,"skipped: unknown format, 297516 bytes",sc-meetings,2023-2024,
Special Services Program Evaluation Report,https://drive.google.com/file/d/1gaUykD3q-BSQwL2lAez9J8zfLSfV_5C0/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-special-services-program-evaluation-report.pdf,sources/district-budget/text/sc-meetings/2023-2024-special-services-program-evaluation-report.txt,1095063,17c7c195057199b1ea0211c371a47a93d7a2563af47f1bfcdab0d97da83e7b62,pdf text layer,sc-meetings,2023-2024,
Keystone Educational Collaborative Quarterly Update,https://drive.google.com/file/d/1g8ynsJixWXqFAf_LEUHY3C_LsPGXbmkd/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-keystone-educational-collaborative-quarterly-update.pdf,sources/district-budget/text/sc-meetings/2023-2024-keystone-educational-collaborative-quarterly-update.txt,156343,4a300c49afa9c6e12deba5c57269b5425f8a8f6d6d03d70efac0f2dc20b6e321,pdf text layer,sc-meetings,2023-2024,
Budget Task Force Charge,https://drive.google.com/file/d/1T_PugCEP4mcE3s8uhXGawZ58Ilm_uMz2/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-budget-task-force-charge.pdf,sources/district-budget/text/sc-meetings/2023-2024-budget-task-force-charge.txt,86114,af6433c1df55db86cf6f9a6b9c055b71209dc1577970d3935333020205c396dc,pdf text layer,sc-meetings,2023-2024,
Community Eligibility Provision,https://drive.google.com/file/d/1FxT8yEFgR1-1FzVnrdpdW-1dYoW1MEWE/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-community-eligibility-provision.pdf,sources/district-budget/text/sc-meetings/2023-2024-community-eligibility-provision.txt,379718,3161d64586c71525a04e8c062c2b3ea1f751635a42ae4be72a740cb194b4e9bf,pdf text layer,sc-meetings,2023-2024,
FY25 FINAL Override Budget,https://drive.google.com/file/d/15w9kNPgT8UtS_5lJB-nZjMc5JIUDxlsO/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-fy25-final-override-budget.pdf,sources/district-budget/text/sc-meetings/2023-2024-fy25-final-override-budget.txt,77601,738aedf50c128ad029086c425d576f2b57a0372cd9630d30d0f5589146ebc6f4,pdf text layer,sc-meetings,2023-2024,
Spring Assessment Report,https://drive.google.com/file/d/15zdHp4VKavgxjmbVloW4KbV8vwvzMLlF/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-spring-assessment-report.pdf,sources/district-budget/text/sc-meetings/2023-2024-spring-assessment-report.txt,460309,1f8cf037527ee86e287d5f448daffd49095ee24331c3706b476a4d1002306b57,pdf text layer,sc-meetings,2023-2024,
Student Activity Fees,https://drive.google.com/file/d/1ePR3vIRDMRDEANWTBGDIiRQkZFLZugdQ/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-student-activity-fees.pdf,sources/district-budget/text/sc-meetings/2023-2024-student-activity-fees.txt,91163,cc1dcdd63369f5723b34423e3571bcf899c78a52e435fd262a65501a4f53b270,pdf text layer,sc-meetings,2023-2024,
Parent/Teacher Pilot Presentation,https://drive.google.com/file/d/1AcCnHf8uH7sPOtzqu0Jz751dn1kvdrb_/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-parent-teacher-pilot-presentation.pdf,sources/district-budget/text/sc-meetings/2023-2024-parent-teacher-pilot-presentation.txt,31285,987caa0654296866c52e4059712334f55d21aee9d80d121762e5d6093c5b632b,pdf text layer,sc-meetings,2023-2024,
Update FY24 LHS School Improvement Plan,https://drive.google.com/file/d/11aPEE9c3EXbjkeAPosOONnsXi8Kg17Tb/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-update-fy24-lhs-school-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-2024-update-fy24-lhs-school-improvement-plan.txt,112351,1e78398f62f2743583b7cc89947179cbe643312e855347470900f530a7703ae3,pdf text layer,sc-meetings,2023-2024,
Update FY24 LMS School Improvement Plan,https://drive.google.com/file/d/1Ao_FfTygSYyxJDKThzcxMN2A2qGxIqCe/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-update-fy24-lms-school-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-2024-update-fy24-lms-school-improvement-plan.txt,129243,4ad24c77dcb37156a1ddca981b74d1eaff338b8d150e80a66b01f64ed701f4bc,pdf text layer,sc-meetings,2023-2024,
Update FY24 THES School Improvement Plan,https://docs.google.com/document/d/1cyf7mLBdSL_NCoBbSSKbRPvc4eZrKE9H/edit?usp=drive_link&amp;ouid=115866774118931112779&amp;rtpof=true&amp;sd=true,sources/district-budget/docs/sc-meetings/2023-2024-update-fy24-thes-school-improvement-plan.docx,sources/district-budget/text/sc-meetings/2023-2024-update-fy24-thes-school-improvement-plan.txt,46726,42b55b64746f0486fe8980499ac63a4fd78aa7874701ea243e6b3989f1a33d36,document,sc-meetings,2023-2024,
Update FY24 Primary School Improvement Plan,https://drive.google.com/file/d/1jRWNEsOpHNUOm3V0-GL_hM8MsHGSB747/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-update-fy24-primary-school-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-2024-update-fy24-primary-school-improvement-plan.txt,121568,9fd51502773e1edc8042da80d4e8a5aa653810f408e60964e92fb3fb31cc8a08,pdf text layer,sc-meetings,2023-2024,
Draft 2024-2025 LHS Student Handbook,https://drive.google.com/file/d/1h_cLKjVl5e-DQlDevXlV2ABkTv4AJKUA/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-draft-2024-2025-lhs-student-handbook.pdf,sources/district-budget/text/sc-meetings/2023-2024-draft-2024-2025-lhs-student-handbook.txt,305782,0d5f7392155a002d95fc10d1a3f48a0cb03b021d6bf2676c63d6749509cde4a7,pdf text layer,sc-meetings,2023-2024,
Draft 2024-2025 LHS Parent Handbook,https://drive.google.com/file/d/1Psk0ALEw10HqKPMPbxQTi1C42ow264x6/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-draft-2024-2025-lhs-parent-handbook.pdf,sources/district-budget/text/sc-meetings/2023-2024-draft-2024-2025-lhs-parent-handbook.txt,996298,231bf9bf24267d03e21e30d4b2033c63423eed3bb423f61e0958088d8953d132,pdf text layer,sc-meetings,2023-2024,
Draft 2024-2025 LMS Parent Handbook,https://drive.google.com/file/d/1-aFGG2HssYSds2Eg5gg9JMfF_qYey7hF/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-draft-2024-2025-lms-parent-handbook.pdf,sources/district-budget/text/sc-meetings/2023-2024-draft-2024-2025-lms-parent-handbook.txt,832322,dd27d405d9ee7702cb078faaf5663a2f4d2b617db40dfe969b9d53608f213a1b,pdf text layer,sc-meetings,2023-2024,
Draft 2024-2025 LMS Student Handbook,https://drive.google.com/file/d/16u0cMICSvmk-ExMagnwqYtPQJvbd0ww-/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-draft-2024-2025-lms-student-handbook.pdf,sources/district-budget/text/sc-meetings/2023-2024-draft-2024-2025-lms-student-handbook.txt,464824,fa31e0d9dc9d22495882a825e4b6879df636ee1880de2d67de640264323228b1,pdf text layer,sc-meetings,2023-2024,
Draft 2024-2025 THES Handbook,https://drive.google.com/file/d/1VhcQfUYvlFWsvNn8sRFLrBnpn5t15FUD/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-draft-2024-2025-thes-handbook.pdf,sources/district-budget/text/sc-meetings/2023-2024-draft-2024-2025-thes-handbook.txt,785758,d9916a700a83884bd959c2e695ba5f75e6bf0ea8f470be5cd608110e09d5d30a,pdf text layer,sc-meetings,2023-2024,
Draft 2024-2025 Primary School Handbook,https://drive.google.com/file/d/1S0HG-yDIbKRjaHGLao0Sdr52H4xf5v-o/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-draft-2024-2025-primary-school-handbook.pdf,sources/district-budget/text/sc-meetings/2023-2024-draft-2024-2025-primary-school-handbook.txt,1069089,88d017834a44fb90c50fabd01350d02d259d93bcb4d8d13d37f883cfd0abc7dc,pdf text layer,sc-meetings,2023-2024,
Draft 2024-2025 School Calendar,https://drive.google.com/file/d/1IvCKzbXPYwYzwhbilttHVpK_NTj_2KDz/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-draft-2024-2025-school-calendar.pdf,sources/district-budget/text/sc-meetings/2023-2024-draft-2024-2025-school-calendar.txt,276539,b62877bfc4a88d925463a5d5360c77dfe61e355e2d4d14230642ee910895aacc,pdf text layer,sc-meetings,2023-2024,
School Committee Agenda,https://drive.google.com/file/d/1blhzIL1POkqKECo9eO6NbVo4tFPL6WmM/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2023-2024-school-committee-agenda.txt,116357,d025335b4431934d589ac9a544a4251b050564f731f219b4b8aa90a766fd5ca0,pdf text layer,sc-meetings,2023-2024,
DESE IEP Improvement Plan Presentation,https://drive.google.com/file/d/1AhPuPA_k5huLpjFrQ_rS0ak-VAPu2tb8/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-dese-iep-improvement-plan-presentation.pdf,sources/district-budget/text/sc-meetings/2023-2024-dese-iep-improvement-plan-presentation.txt,1796000,4ec48c0dd0848c130a3878c359b26d5451cd870409c4e125730fb0beba7adae8,pdf text layer,sc-meetings,2023-2024,
Family-School Compact Presentation,https://drive.google.com/file/d/1MK_KcAh5AUMLW-ZranBb-46FTvfbgcRT/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-family-school-compact-presentation.pdf,sources/district-budget/text/sc-meetings/2023-2024-family-school-compact-presentation.txt,190038,792de3192948625e18e6da6610b7aa62551d645a1997b29e057754993361ee60,pdf text layer,sc-meetings,2023-2024,
Demonstration Stormwater BMP-Rain Water Retention Project,https://drive.google.com/file/d/1afU5q_gB3fE2Mpss3iBC-PQo82qXJ1ob/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-demonstration-stormwater-bmp-rain-water-retention-project.pdf,sources/district-budget/text/sc-meetings/2023-2024-demonstration-stormwater-bmp-rain-water-retention-project.txt,2286109,c611bf01141b6ac48fd523f12b498574a45944e92b212bdefd7ac81c300b9e7a,pdf text layer,sc-meetings,2023-2024,
School Choice Presentation,https://drive.google.com/file/d/1atFiIcxxnvfFbBQv3SQ3960kE4WZhYwG/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-school-choice-presentation.pdf,sources/district-budget/text/sc-meetings/2023-2024-school-choice-presentation.txt,27500,102b871a336f6841da7f52d904e7c63ec0bf0170a9122bb6600fcb0a39ac275b,pdf text layer,sc-meetings,2023-2024,
Facilities Update 5-22-24,https://drive.google.com/file/d/1ARxo87KL2npTD6aAjhSsxKvbWLGDWA3W/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2024-05-22-facilities-update-5-22-24.pdf,sources/district-budget/text/sc-meetings/2024-05-22-facilities-update-5-22-24.txt,559910,d71f851bbdbc0fc10d6ea9a80c9278ea51c4945abec59ce5f098bd3ea66be7cc,pdf text layer,sc-meetings,2023-2024,2024-05-22
School Committee Agenda,https://drive.google.com/file/d/1uN6FiCeRv6d7ZjdWfuqizGpESCskMZik/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2023-2024-school-committee-agenda.txt,116357,d025335b4431934d589ac9a544a4251b050564f731f219b4b8aa90a766fd5ca0,pdf text layer,sc-meetings,2023-2024,
DRAFT 2024-2025 Extended Day Handbook,https://drive.google.com/file/d/1SHsnkMjnwUCgXZKBqTRa5WX6lBbrG1mU/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-draft-2024-2025-extended-day-handbook.pdf,sources/district-budget/text/sc-meetings/2023-2024-draft-2024-2025-extended-day-handbook.txt,525964,7c404e6a53f1f2066e8eb3bb04cfcba1e35f96e85e358019ea7a965e82cdc4e5,pdf text layer,sc-meetings,2023-2024,
DRAFT 2024-2025 ELC Handbook,https://drive.google.com/file/d/1YSqiBJCQc5-2cPbU6_ospIxKX2mZq57c/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-draft-2024-2025-elc-handbook.pdf,sources/district-budget/text/sc-meetings/2023-2024-draft-2024-2025-elc-handbook.txt,319409,a086f8593d4e8c6d4895d1d0bc360e22fdbdddb33cd2473342791671ec6ece9c,pdf text layer,sc-meetings,2023-2024,
Athletic Funding Presentation Overview,https://drive.google.com/file/d/11v-X454nK5LemMK04FpL6OpW40idalUF/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-athletic-funding-presentation-overview.pdf,sources/district-budget/text/sc-meetings/2023-2024-athletic-funding-presentation-overview.txt,280026,3e057c7f0e9943c460c01d3769a79e5625d69eb2842496856b567ebbfceace2f,pdf text layer,sc-meetings,2023-2024,
School Committee Agenda,https://drive.google.com/file/d/1e-Ewp9AOL0G2M7BGDFTeBwoiujJ527Af/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2023-2024-school-committee-agenda.txt,116357,d025335b4431934d589ac9a544a4251b050564f731f219b4b8aa90a766fd5ca0,pdf text layer,sc-meetings,2023-2024,
School Committee Goals,https://drive.google.com/file/d/1VuFk7YhozmzWvO5w6zNfZMWHxNUalruK/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-school-committee-goals.pdf,sources/district-budget/text/sc-meetings/2023-2024-school-committee-goals.txt,132079,fbaee16b1ef505b818b55750496d96b24d667bf0aa6aacbc2497edd24c286339,pdf text layer,sc-meetings,2023-2024,
Evaluating Math Materials Presentation-Math Adoption,https://docs.google.com/presentation/d/1wqIAYY5VFYp7_RnwJGSkiQ4nf5OYkCkg/edit?usp=drive_link&amp;ouid=115866774118931112779&amp;rtpof=true&amp;sd=true,sources/district-budget/docs/sc-meetings/2023-2024-evaluating-math-materials-presentation-math-adoption.pptx,sources/district-budget/text/sc-meetings/2023-2024-evaluating-math-materials-presentation-math-adoption.txt,2855594,6478aacdbb75210c929739bac203b43fc31640758e310e50fc95cb1bb29b0f34,slides,sc-meetings,2023-2024,
School Committee Agenda,https://drive.google.com/file/d/1vx3qLefqbqviH6vupTANEqay_0GgZI4v/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2023-2024-school-committee-agenda.txt,116357,d025335b4431934d589ac9a544a4251b050564f731f219b4b8aa90a766fd5ca0,pdf text layer,sc-meetings,2023-2024,
Lunenburg Public Schools Resolutions 2024,https://drive.google.com/file/d/164ptHAm4ilHA_CL5tHF0I-SzrWfxNBFJ/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-lunenburg-public-schools-resolutions-2024.pdf,sources/district-budget/text/sc-meetings/2023-2024-lunenburg-public-schools-resolutions-2024.txt,553389,b3ba5bf157f615204d5f783d0141d8677aae852fa465c2b8fc431fbbfd59ebdc,pdf text layer,sc-meetings,2023-2024,
Keystone Collaborative Update,https://drive.google.com/file/d/1MnF_Nftd0f4kjn0Btzs0vOZ346JLvJyo/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-keystone-collaborative-update.pdf,sources/district-budget/text/sc-meetings/2023-2024-keystone-collaborative-update.txt,176703,f57a5637aa147cb8c76de4b4fc471560fe99e2439c177c9a15440adf9c85f869,pdf text layer,sc-meetings,2023-2024,
School Committee Revised Agenda,https://drive.google.com/file/d/1hVDgWGuFSbBp92RzyZfuq794CbJfH94H/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-school-committee-revised-agenda.pdf,sources/district-budget/text/sc-meetings/2023-2024-school-committee-revised-agenda.txt,132345,b9d132d315a73d723339c9fff3e089596e1af044e5b6ce560aafb9c4d7c40c6a,pdf text layer,sc-meetings,2023-2024,
FY25 School Dept. Budget Updated 3/27/24,https://drive.google.com/file/d/1iWycnnetE7vul-S0xeHmFBRu5l70eqWi/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-fy25-school-dept-budget-updated-3-27-24.pdf,sources/district-budget/text/sc-meetings/2023-2024-fy25-school-dept-budget-updated-3-27-24.txt,92569,03a11d43a374f8514595f2ceb6d87833aa9a2bf843ec7d9bc6f02cbe68d133b9,pdf text layer,sc-meetings,2023-2024,
